ship_type,engine_power_kw,sfoc,cargo_load_pct,avg_speed_knots,distance_nm,wave_height_m,wind_speed_mps,current_speed_mps,monsoon_season,fuel_consumption_tons
Bulk Carrier,13105.90779,204.5008129,51.22544894,13.52023072,1580.621807,5.40175171,3.781508014,1.206513347,0,447.9182701
Bulk Carrier,24815.67,182.97,52.63,12.41,262.68,0.75,5.6,1.35,0,104.3566
Tanker,10615.53385,166.9922634,86.56083269,15.08186752,2840.001411,2.268226598,5.402114188,1.268631401,0,467.1487863
Bulk Carrier,28089.65,167.93,56.44,11.39,270.98,0.59,3.76,1.42,0,134.9702
Bulk Carrier,17868.08541,211.0808493,77.52432142,10.39611393,1836.166848,0.727875951,15.89914761,-1.343847094,0,1329.633141
Tanker,14302.67167,171.4824925,65.04889599,11.83074741,4079.187108,3.398096556,10.02731045,1.762798582,0,1319.53365
Bulk Carrier,16398.91,172.94,66.87,13.56,279.76,2.67,3.79,1.12,0,72.1002
Container,13633.67,169.23,78.71,9.63,289.9,2.66,9.3,0.12,1,75.635
Container,15545.65,164.99,73.76,15.03,284.14,0.97,8.79,1.18,0,57.5379
Tanker,14534.36962,164.626169,77.24795369,15.79949238,5950.517756,0.599361113,17.67998829,-1.319116922,0,1701.111762
Container,17132.04574,196.2898959,83.8252432,8.842917032,2096.395406,5.564658512,2.19742065,0.238286648,1,1471.765489
Tanker,15704.23,188.68,66.72,19.8,226.13,0.79,5.99,0.52,1,40.228
Bulk Carrier,8215.63,174.63,52.68,11.94,284.05,1.21,2.94,1.15,0,39.419
Tanker,18641.63,162.8,95.18,16.71,96.73,0.78,5.97,1.27,0,21.9509
Bulk Carrier,17463.02116,183.5732167,82.20146263,14.15621943,2886.737176,5.962681703,15.13955378,1.05618859,0,1313.21367
Container,11965.702,203.3252498,68.30487885,15.18005556,1152.390469,0.536011547,7.266626836,1.522491373,1,267.55576
Tanker,15373.86625,160.0,50.83645497,10.60266113,669.3859712,4.86874839,4.673888867,-0.723639832,1,267.2992538
Tanker,9690.278771,182.8088305,94.8164828,15.78420055,2528.928395,0.58221419,11.44934844,0.724818038,0,465.3232691
Tanker,21963.05977,186.5630078,58.12316219,14.36161128,2478.5746,2.973316991,8.270014389,1.851854875,1,1154.188196
Tanker,8612.366672,160.0,73.40161393,10.32320975,1268.258404,3.072671438,9.355994024,-1.81276415,1,324.6739271
Container,16429.06745,196.4961205,86.53251664,8.686517447,4854.516099,4.98546747,9.593663244,0.296451867,1,3071.447425
Tanker,8852.036251,198.7694316,60.2500947,13.57895076,1667.727663,2.805990541,9.172611768,-1.467903642,1,411.8740549
Container,18061.41536,213.7309999,73.75480551,11.8182389,1357.222197,5.748839923,13.68681942,-1.549019344,1,1090.301191
Tanker,12974.54372,183.9474288,94.05050397,16.52822409,5711.683394,1.230396173,4.633098746,0.97117763,1,1200.284779
Tanker,24872.93,165.31,99.12,12.83,82.95,0.68,8.15,0.43,0,30.8705
Tanker,14247.57187,201.3673493,56.89603983,21.78688405,3886.717866,5.378296109,10.76821837,0.713850495,0,961.857169
Bulk Carrier,5419.03,179.6,79.91,18.75,75.99,1.82,7.98,1.15,0,4.5817
Container,13515.35012,188.9365458,87.74725798,10.92935969,4971.390124,1.621630215,2.070063637,-0.492363799,0,1550.695056
Container,10681.06378,175.1880712,86.51650059,13.14466112,1882.84527,5.885731399,12.81719755,0.921541788,1,576.2960546
Container,13314.20996,168.1052716,46.89236068,9.955691867,2937.407719,3.646671822,11.09735518,1.588210964,0,1048.276362
Bulk Carrier,13830.67,160.2790466,48.4596879,10.3081912,3988.676319,1.378498941,3.644697515,1.489993904,0,1003.56787
Container,11216.04221,162.7440284,79.02385032,11.62981556,5737.806022,3.262832503,15.41486752,1.747997553,0,1632.82244
Tanker,13803.69556,174.0458171,88.7399131,17.8307482,5708.646615,5.950149755,17.17898601,1.758345017,0,1741.902302
Container,15761.29331,211.0219406,95.89179785,15.96656169,5753.786627,4.175462581,11.02682242,-1.944345142,0,2442.792123
Container,8785.550282,187.4310153,50.05272011,13.52062095,4187.394252,2.347640646,4.216593641,-1.81706258,1,812.463407
Container,17907.96846,160.0,56.26958398,17.84725353,4160.242064,1.674834906,12.12666235,-0.643810243,0,1094.559606
Tanker,11804.05696,169.6388269,93.18915816,14.09714114,3745.047074,1.147559809,10.55566967,-0.260954132,0,874.9957833
Container,21911.97769,202.2174921,98.32914911,13.65178728,2210.082005,3.481691978,5.656025007,1.560316181,0,1084.721714
Tanker,9347.579241,205.5884356,65.19820143,14.8057757,2007.454455,2.491724562,15.41947037,-1.907869624,1,560.0413693
Container,22272.16351,198.5802945,93.1817772,18.74477477,1174.506586,5.734677362,15.46118453,-1.553287937,1,712.0177841
Container,20905.0071,205.857462,95.06871619,11.19531152,1354.531692,1.234710257,8.442520603,0.405935189,1,952.5426933
Container,14029.49558,176.2153394,97.83116405,14.01026245,4283.407666,5.735407694,7.034696209,1.245552331,1,1401.010534
Tanker,17228.24229,187.3818863,69.83486437,11.04220683,3728.079634,4.029399879,3.005363471,-1.446455595,0,1767.722024
Tanker,16708.25863,194.4871364,55.6380589,16.29796137,3353.883711,2.772128971,16.94449728,1.320310095,1,1324.298561
Bulk Carrier,15744.95484,160.0,78.10779427,12.74163558,1412.754026,2.834699421,3.11936812,-0.994676312,0,412.6436796
Container,19760.06628,194.6933575,61.28803419,13.7436598,4445.298651,5.593256892,14.89373123,1.494835834,1,2977.61916
Tanker,14064.98632,167.5067373,57.22754999,16.81882932,712.5679293,1.073547082,3.3753111,1.482321205,0,134.1087787
Bulk Carrier,13136.36322,160.0,97.34973696,14.62433192,2502.468534,5.799993174,11.67244785,1.379340213,0,765.866985
Container,7261.67,176.27,67.15,19.01,210.88,2.91,7.82,1.19,0,15.6511
Tanker,9680.058436,195.1601367,88.56858107,13.29110257,4541.935844,1.335168106,3.715676571,-0.176508524,1,1064.670264
Container,27417.5,161.1,79.79,16.08,140.66,1.92,5.38,1.4,0,43.9166
Tanker,14690.83116,171.9426311,70.07899709,10.65678691,639.6391978,3.928907479,14.03841516,-0.052835085,1,320.1634631
Container,22678.24034,169.7177395,98.33150371,19.1080594,2120.697127,2.89321551,14.17237342,-0.359605651,1,944.7235437
Tanker,13816.19329,167.2661159,82.02038371,13.73117861,1116.65926,5.57412391,8.752399953,1.41967759,0,305.6084501
Tanker,11642.57278,182.6949381,58.5785073,12.0071815,3231.578255,1.349018359,12.50858013,-0.548347348,0,906.9796787
Tanker,16426.58032,160.0,51.55681339,11.87088535,3942.924918,5.483092131,11.83798864,0.352088454,1,1903.878751
Tanker,12603.61033,160.0,83.54191052,9.139216897,3469.6695,1.413315165,5.034381007,1.830799762,0,903.3915409
Container,10639.8778,189.8491307,64.85372658,14.90539413,2090.529594,5.258004658,9.451881455,-1.684206776,1,571.4928473
Container,26878.03,160.2,80.78,19.7,178.71,1.51,6.31,0.34,0,44.6553
Tanker,16413.01203,164.7767681,45.89562621,14.67092056,2617.189753,5.855109966,16.80727177,0.858012173,1,1066.63339
Bulk Carrier,20560.77004,199.1662083,58.66672829,14.41228029,3685.605997,3.019838209,17.55141116,1.498435648,0,1985.12694
Container,15042.95026,160.0,60.42360809,12.5824514,1228.359922,2.389258502,3.381339081,-1.241586464,0,343.0418443
Tanker,15683.55651,183.3668083,79.30065964,8.647948715,2133.673019,4.980169628,7.596596885,0.394404593,1,1410.824195
Tanker,15672.39,181.05,54.44,16.17,45.93,2.09,2.44,1.36,0,8.828
Tanker,17104.85329,173.0672527,70.02415195,13.65898485,1046.542667,0.500802667,5.544478303,-1.133790624,1,319.2316896
Container,27281.81,164.13,75.66,16.61,207.35,0.83,3.14,1.08,1,61.848
Tanker,17826.69481,179.6428044,51.37714967,13.17826828,5154.897815,3.068265208,8.509901757,-0.761320416,0,2111.12063
Container,13010.87339,196.686724,97.92826089,11.63113281,755.1127787,2.654044984,5.784931293,1.484547315,0,243.0798545
Tanker,6996.35,163.91,72.2,8.05,74.38,2.73,3.75,0.48,1,12.9427
Container,18530.82819,160.0,55.07870575,15.58221881,2935.64432,1.799103426,10.75247214,-0.911702986,0,950.0851679
Bulk Carrier,8931.669303,191.6726829,70.25521934,8.0,3618.420462,1.181427069,9.523124364,-0.062916093,0,1222.074771
Bulk Carrier,12418.55268,208.4417341,72.09250966,13.45094297,609.0003285,0.681085442,11.40211487,-0.347836589,0,197.7762594
Bulk Carrier,10650.8666,178.7687844,53.2570703,11.02373028,3418.935217,2.193975998,7.635149111,-1.250662398,0,907.5066711
Container,10935.60097,164.2026269,79.48246232,18.64922945,700.829975,3.223630985,6.493372001,0.590551188,0,105.9509871
Bulk Carrier,9440.204285,175.2401938,60.99973199,14.01671712,4309.832125,4.682559432,8.225869172,-1.218774354,0,892.8685206
Tanker,11155.976,188.3670893,76.96932823,11.93305751,4298.475311,5.93325034,8.457114777,-0.838679036,1,1684.143531
Container,13000.16892,213.0937587,77.99311253,13.62852318,5240.674592,3.131571772,17.01913341,1.580975292,0,1912.612329
Container,29191.63,160.39,50.86,8.81,298.75,0.69,2.26,0.64,0,195.2472
Tanker,20425.00419,175.5454045,55.50025711,14.30389393,4206.223687,5.902530101,14.37484078,-0.449589209,1,2521.766088
Container,12562.42097,184.434606,43.41111146,15.12259127,3130.244156,3.649308818,12.36624929,-0.348421797,0,839.6380978
Bulk Carrier,7863.68,185.07,72.45,9.25,56.11,1.53,8.55,0.75,0,9.5174
Bulk Carrier,14202.67353,188.3544482,69.32062788,15.71699355,3431.323495,2.153793389,11.86873748,1.091787848,0,993.1902047
Container,13729.5,189.79,89.85,12.19,43.24,1.78,6.57,1.46,1,10.2743
Bulk Carrier,21123.55174,190.4655673,56.26982146,12.81551334,5086.89394,2.366927389,6.098591984,0.199429863,1,2452.817601
Tanker,23314.45,186.53,69.17,11.47,30.0,0.61,9.55,1.17,0,14.131
Bulk Carrier,18967.97931,160.0,81.30556314,11.58343424,3539.920899,0.641915963,16.38370872,-0.804709807,1,1784.841349
Container,13938.23689,171.811687,53.08075888,11.72978109,3535.39996,2.051402908,6.037720746,-0.199363109,1,1084.316954
Bulk Carrier,11372.87286,160.0,62.2235709,9.789672722,5687.503917,5.536621989,12.71721171,0.79227731,0,2013.089621
Container,16660.4,169.46,65.09,11.27,186.68,2.06,6.45,1.27,0,53.8695
Container,17231.62519,170.9605272,99.05124043,15.56695021,3499.375759,4.286677031,7.493246855,-1.594479531,0,1310.125257
Tanker,10407.27468,181.1172336,66.32210422,14.5684022,2712.634834,4.74674326,7.872106637,-1.557094213,1,701.8809872
Bulk Carrier,7635.18,184.35,84.47,19.66,274.88,0.74,7.1,1.14,0,23.5275
Tanker,16009.85346,195.0541703,65.66568447,19.12601678,2578.503369,3.76197236,7.203217446,-0.839147742,0,707.4922297
Bulk Carrier,15351.28446,197.1344227,54.29914913,10.15399086,1145.476159,3.655125499,9.947458764,-0.495646087,0,560.9009078
Bulk Carrier,14790.24677,217.1831944,72.84909363,15.03171819,2126.454335,5.995584683,9.458971702,0.765037045,0,735.1382448
Container,7923.239511,160.0,65.40431261,15.53866481,3225.735903,1.109260323,9.826606309,0.587722309,1,432.9651894
Bulk Carrier,21958.63749,193.4292497,50.49491631,10.71310251,5447.763842,3.293837866,17.95636745,-0.037337697,0,4109.07328
Bulk Carrier,15765.96929,204.6112026,69.4208067,15.87954087,1622.096574,4.465580416,14.35107342,-0.587909595,1,743.7728953
Bulk Carrier,11001.28171,161.8209283,89.33183678,16.56184914,2111.786324,3.001575206,13.06487073,-1.105322878,0,422.9345265
Container,10207.91341,190.0156451,53.78239519,11.44129018,2695.342581,4.762060999,17.57507213,-1.810215828,1,1078.21653
Tanker,20086.31631,201.7873675,74.9109931,12.81090003,4090.865568,1.686860273,11.41902813,-1.194791673,0,2171.967322
Container,18335.39081,199.6285911,95.97736996,14.16898711,1363.553953,2.058812315,8.280400488,1.566973152,0,586.6960287
Container,16451.8544,160.109833,43.21901691,16.07675888,2759.391317,3.892878069,11.96713138,0.941117756,0,725.732487
Bulk Carrier,18780.35,189.42,86.92,11.46,30.48,2.17,9.05,0.57,0,10.2312
Container,15738.58463,211.4776404,41.98445279,14.88729422,4526.851851,2.779211588,13.25904568,1.876047579,0,1562.066711
Bulk Carrier,17831.37543,185.3015439,57.66461114,8.604915458,5600.04256,4.076265887,14.42204963,-1.206308331,0,4184.151434
Tanker,16999.94816,211.1590351,75.19774528,15.06699681,3859.694405,4.133853105,15.00779837,1.059167125,0,1873.387858
Tanker,11923.0743,184.266566,51.80523719,12.63067432,5618.25285,1.210312763,8.453067437,-0.157785575,0,1441.810115
Tanker,16755.09363,160.0,98.40753896,17.17037069,4681.53383,2.882330636,15.49842231,0.82439163,1,1607.458403
Bulk Carrier,11085.72438,192.1925455,92.28697118,13.45540311,3263.30744,2.651209395,10.97941014,0.915816004,1,936.7254419
Tanker,19670.47232,164.0745394,41.08320297,12.6445066,2978.129476,0.741035673,2.200771594,1.393435229,0,881.5277425
Tanker,14564.87547,177.5755362,63.49288779,16.24141857,888.9917235,0.783379691,2.995411197,-1.577549763,0,179.7481034
Bulk Carrier,11067.36527,169.8734457,64.05481593,14.08735302,799.5916747,3.319939545,9.951485378,-1.622772942,1,227.4442413
Container,16794.68986,172.8343,51.37025067,17.88027636,1627.608184,5.093031999,13.18486832,-0.567331605,0,499.9888225
Container,14592.69974,183.7711761,46.8290885,12.41361221,869.5015105,4.030202194,15.61573493,1.057352114,1,389.2253895
Tanker,11781.83406,184.272009,51.12637116,12.65079295,3059.474372,3.981885599,12.99811894,0.71790552,1,906.802523
Tanker,12138.41834,160.0,60.79177116,14.87571375,3859.602854,4.655269988,8.149842501,-0.678349356,1,966.9761476
Container,22399.56554,216.972304,50.38044221,16.18513202,3803.724232,5.810805825,8.476276418,0.543668462,1,2127.05293
Tanker,16479.6148,195.3912674,66.37645678,13.15850161,3637.072666,2.880957047,3.903526224,-1.351983218,0,1325.652097
Bulk Carrier,18403.88297,188.1595509,98.85486837,15.41484366,3405.250015,1.445255197,8.799601499,-1.796186403,0,1300.992172
Container,17673.36023,175.2113952,79.50305842,15.14140823,5627.701544,5.516358382,6.960832207,0.92254123,0,2159.857507
Tanker,10418.52144,196.1142471,60.91098095,14.73516443,2983.420983,2.644788435,15.96874039,1.787413098,1,808.1352081
Tanker,22217.13781,160.0,50.43227929,16.74058974,989.2573842,1.328863894,4.489152862,1.417333151,0,281.4994602
Bulk Carrier,24420.36,180.82,95.63,11.85,135.36,2.29,2.93,1.1,0,54.496
Bulk Carrier,13983.00235,160.0,93.97514505,15.64822706,3697.830033,4.158264623,16.38909093,1.101277842,0,1074.602337
Tanker,21638.28718,192.5057207,85.69568209,22.0,3315.395183,5.315703222,3.19194872,0.881478622,0,934.7371362
Container,15112.36008,181.5670106,47.88055155,11.13995874,1890.351426,3.451133534,15.49505527,-1.390496932,0,997.4155532
Container,15330.31,184.93,57.87,9.6,241.03,1.51,3.8,0.97,0,81.2066
Bulk Carrier,17687.75548,198.6619624,95.67083871,8.940170131,5965.258191,2.855180203,6.032407886,-0.05603199,1,3946.98166
Tanker,13903.03017,205.2285293,65.99904996,15.3007388,5320.31859,3.824429856,15.11590552,-0.432805101,0,1824.054097
Tanker,7569.911862,204.5430865,42.4213132,12.70431625,4886.012978,2.964792419,11.3949143,1.260521197,0,979.2621775
Bulk Carrier,10910.00347,197.338448,50.51655165,14.43649018,4262.991034,4.221179261,11.09781599,0.512716272,0,1221.010043
Container,10003.49177,176.5443642,75.64607771,12.7425538,2120.85421,2.232323613,10.26550215,1.684163418,1,495.5706857
Tanker,17041.91008,207.2268664,52.36574939,8.807998269,4309.134494,2.659816502,10.57841459,0.433332712,1,2919.615031
Tanker,14403.29339,170.5998879,49.79963857,13.12716668,1960.790026,4.898159456,12.75067883,0.707472651,0,574.1268815
Tanker,20232.95,162.08,93.91,16.33,45.34,1.67,4.18,0.67,0,10.1718
Bulk Carrier,11710.37752,182.1154836,76.21861597,11.72480449,2190.617038,1.430873071,17.16536321,-1.092183789,1,869.9471079
Tanker,11467.56022,179.0951093,81.60436827,16.99465466,2480.044624,5.204679014,13.24967986,0.617855242,0,596.3133408
Container,12543.12863,160.0,82.84319332,16.95237852,3753.40522,0.843984167,12.48813925,1.31751234,1,717.6541578
Bulk Carrier,16183.96291,165.79851,52.82606469,9.098107338,2010.718527,1.556410235,15.26294671,-0.380507244,1,1131.38445
Bulk Carrier,21935.43017,168.804194,83.47553199,15.56470559,4781.459669,1.057845491,15.59487594,0.98202581,1,2176.788146
Bulk Carrier,21688.18753,176.6495997,60.75587625,16.55576258,1669.198352,5.364927081,11.12943689,-0.230164712,1,894.1262914
Container,5000.0,190.3194296,63.51906008,8.0,1849.263387,3.955790458,4.28718989,-1.418698173,0,338.0074194
Bulk Carrier,12034.18,168.86,80.31,14.29,215.26,2.52,4.69,1.48,0,32.8343
Bulk Carrier,12004.65,169.96,96.77,12.79,180.79,1.46,8.5,0.96,1,32.0574
Bulk Carrier,14559.77706,173.9875363,61.43975557,13.82879501,4940.792097,1.326045625,8.184034331,-0.141363408,1,1601.531595
Container,17492.38833,185.0399902,68.84075012,17.60610197,4883.368275,2.134643384,15.2544805,-1.605320726,0,1634.996855
Tanker,11773.7504,220.0,61.01210512,11.30101205,2883.650664,5.297387869,17.8897338,-0.916231551,0,1479.633974
Tanker,17802.32,164.61,82.31,15.82,250.79,0.87,9.8,0.63,1,56.3149
Container,17116.27934,184.683441,48.18044387,13.86218299,3989.242335,0.828353973,3.074375862,0.342789615,0,1119.554066
Bulk Carrier,14022.68062,182.5435246,93.41699441,10.98232219,2556.527187,1.55749197,8.887070089,0.860753789,0,882.2026957
Container,9836.260493,193.261774,95.3958098,8.0,522.2131358,2.945000934,4.547619798,1.588139226,0,185.2491494
Tanker,16573.08723,189.7675962,59.36343565,17.4452035,2468.780529,4.388310087,9.75516778,-0.074119842,0,871.2368426
Tanker,11292.16814,194.7412302,95.28525134,11.92061978,2043.961237,1.887473293,14.72054715,1.877754779,0,660.4983415
Tanker,22992.41107,160.0,94.64465769,12.90774341,1454.79838,1.326611513,15.73190124,-0.769997338,1,831.4828969
Bulk Carrier,13155.66254,168.075338,97.06514807,15.8972833,4809.005483,3.475327257,13.6092356,-1.502841395,1,1409.237825
Tanker,24042.02,166.53,96.58,8.2,108.23,0.84,7.73,1.01,0,61.0683
Container,9759.29,184.74,59.33,12.61,209.15,0.55,6.07,0.94,0,36.3263
Bulk Carrier,16843.47838,178.4671588,87.69966167,14.88762806,1916.78613,3.101918911,7.006215497,0.782869503,1,633.8187929
Container,17629.54575,179.3421135,53.19827492,12.11184227,4707.395122,3.996349693,6.306957933,-0.059176217,1,2168.878804
Container,22288.85,179.4,72.91,18.09,12.91,1.09,8.06,0.66,0,3.2323
Bulk Carrier,13925.51486,177.2773399,73.20907277,10.55329963,762.4937867,4.762201073,6.826955899,0.049830604,0,276.1218087
Bulk Carrier,15718.78307,172.7793282,43.61896976,16.1492993,3708.148183,3.444314752,13.18008065,0.80688713,1,1165.828248
Container,17067.55394,170.2742019,64.65990242,16.82718764,782.6586785,0.551554864,13.58391941,-1.78162693,1,250.0304767
Bulk Carrier,13295.1209,173.1495453,57.89253218,13.45082683,923.6765367,4.941902623,4.395850541,-0.413329895,1,276.0556002
Container,13063.64523,170.6514474,83.81588187,16.79472757,1341.523072,2.392456246,8.791572786,-0.222667671,0,300.3072511
Tanker,10360.23747,160.0,97.30871461,13.2794176,2356.120774,2.248424015,5.657973834,1.874882682,0,370.5995778
Tanker,17380.41631,188.4260603,68.00612667,8.455038303,2774.21326,5.294886852,11.78112015,0.627733802,0,2041.887788
Tanker,5000.0,196.6274268,50.00401667,10.10366395,3869.16952,0.560909949,5.536152887,-0.291353281,0,532.9663597
Bulk Carrier,8200.058792,172.294456,90.17144384,12.53955802,639.6674421,0.53153277,12.04443707,-1.107173964,0,126.2702178
Container,21206.15,176.33,62.9,10.44,178.32,1.3,3.8,1.35,1,77.6286
Tanker,28656.7481,200.2901406,66.31961833,15.57935685,5492.373035,3.405031398,13.42603145,0.754623387,0,3633.674209
Tanker,13283.81621,160.0,64.03960252,16.12970437,2922.899477,0.934883418,4.732355568,-0.204273033,1,550.8184192
Container,18124.31781,160.0,70.6369503,14.00035904,5427.378099,3.723243769,14.78848459,0.85513174,0,2161.875772
Tanker,25418.61109,160.0,41.98503063,15.89984653,2688.83835,2.485411862,7.321842914,-0.711215911,0,982.943758
Tanker,16350.86453,160.0,95.6121827,13.67899696,2317.901408,3.519287336,15.6225618,-0.368592543,0,933.1212109
Bulk Carrier,22896.89642,177.8433854,42.9312374,16.71478706,1313.88058,0.756342007,3.740777865,1.936867525,1,440.2457935
Bulk Carrier,18342.02503,211.1852222,81.50581274,15.60327289,556.5123733,1.618057375,12.5293916,0.406265203,0,251.6160336
